probe_set,gene_id
Mtr.37067.1.S1_at,Medtr8g097350.1
Mtr.37067.1.S1_at,Medtr8g097350.2
Mtr.37069.1.S1_at,Medtr8g026680.1
Mtr.37074.1.S1_at,Medtr2g093200.1
Mtr.37075.1.S1_at,Medtr5g075680.4
Mtr.37075.1.S1_at,Medtr5g075680.1
Mtr.37075.1.S1_at,Medtr5g075680.2
Mtr.37075.1.S1_at,Medtr5g075680.3
Mtr.37078.1.S1_at,Medtr8g092060.2
Mtr.37078.1.S1_at,Medtr8g092060.1
Mtr.37085.1.S1_at,Medtr7g088820.4
Mtr.37085.1.S1_at,Medtr7g088820.3
Mtr.37085.1.S1_at,Medtr7g088820.2
Mtr.37090.1.S1_at,Medtr5g026800.1
Mtr.37100.1.S1_at,Medtr3g093520.1
Mtr.37110.1.S1_at,Medtr7g066070.1
Mtr.37112.1.S1_at,Medtr7g098040.1
Mtr.37123.1.S1_s_at,Medtr3g109610.2
Mtr.37123.1.S1_s_at,Medtr3g109610.1
Mtr.37127.1.S1_at,Medtr2g089340.1
Mtr.37128.1.S1_at,Medtr3g096555.1
Mtr.37128.1.S1_at,Medtr3g096555.2
Mtr.37136.1.S1_at,Medtr2g078660.2
Mtr.37136.1.S1_at,Medtr2g078660.1
Mtr.37140.1.S1_at,Medtr5g048180.2
Mtr.37140.1.S1_at,Medtr5g048180.1
Mtr.37142.1.S1_at,Medtr5g096860.1
Mtr.37147.1.S1_at,Medtr3g007710.1
Mtr.37152.1.S1_at,Medtr5g031160.1
Mtr.37153.1.S1_at,Medtr2g100450.3
Mtr.37153.1.S1_at,Medtr2g100450.1
Mtr.37153.1.S1_at,Medtr2g100450.2
Mtr.37155.1.S1_at,Medtr5g009410.1
Mtr.37156.1.S1_at,Medtr3g071610.1
Mtr.37156.1.S1_at,Medtr3g071610.2
Mtr.37163.1.S1_at,Medtr3g111090.1
Mtr.37164.1.S1_at,Medtr7g095680.1
Mtr.37165.1.S1_at,Medtr7g105320.1
Mtr.37166.1.S1_at,Medtr8g083300.1
Mtr.37167.1.S1_at,Medtr4g055920.1
Mtr.37168.1.S1_at,Medtr2g062770.2
Mtr.37168.1.S1_at,Medtr2g062770.1
Mtr.37169.1.S1_at,Medtr1g056470.1
Mtr.37170.1.S1_at,Medtr3g049070.1
Mtr.37171.1.S1_at,Medtr7g109460.1
Mtr.37174.1.S1_at,Medtr3g117880.1
Mtr.37175.1.S1_at,Medtr1g026550.1
Mtr.37175.1.S1_at,Medtr1g026550.2
Mtr.37178.1.S1_at,Medtr2g069680.1
Mtr.37179.1.S1_at,Medtr2g013580.1
Mtr.37180.1.S1_at,Medtr6g036750.1
Mtr.37181.1.S1_at,Medtr1g052125.1
Mtr.37182.1.S1_at,Medtr6g015815.1
Mtr.37182.1.S1_s_at,Medtr6g015815.1
Mtr.37182.1.S1_s_at,Medtr6g015830.1
Mtr.37182.1.S1_s_at,Medtr6g015850.1
Mtr.37183.1.S1_at,Medtr6g087260.1
Mtr.37184.1.S1_at,Medtr3g106160.1
Mtr.37186.1.S1_at,Medtr5g027000.1
Mtr.37187.1.S1_at,Medtr3g075540.1
Mtr.37188.1.S1_at,Medtr8g447000.2
Mtr.37188.1.S1_at,Medtr8g447000.1
Mtr.37189.1.S1_at,Medtr1g114300.1
Mtr.37190.1.S1_at,Medtr2g436560.1
Mtr.37191.1.S1_at,Medtr8g102240.2
Mtr.37191.1.S1_at,Medtr8g102240.1
Mtr.37192.1.S1_at,Medtr5g063720.1
Mtr.37193.1.S1_at,Medtr3g109010.1
Mtr.37195.1.S1_at,Medtr1g024820.1
Mtr.37198.1.S1_at,Medtr8g096130.1
Mtr.37199.1.S1_at,Medtr4g087590.3
Mtr.37199.1.S1_at,Medtr4g087590.2
Mtr.37199.1.S1_at,Medtr4g087590.1
Mtr.3720.1.S1_at,Medtr4g060600.1
Mtr.37200.1.S1_at,Medtr4g078505.1
Mtr.37201.1.S1_at,Medtr2g041470.5
Mtr.37201.1.S1_at,Medtr2g041470.3
Mtr.37201.1.S1_at,Medtr2g041470.1
Mtr.37202.1.S1_at,Medtr7g117310.1
Mtr.37202.1.S1_at,Medtr7g117310.2
Mtr.37202.1.S1_at,Medtr7g117310.3
Mtr.37203.1.S1_at,Medtr4g121890.1
Mtr.37204.1.S1_at,Medtr1g115195.1
Mtr.37205.1.S1_at,Medtr6g006260.3
Mtr.37205.1.S1_at,Medtr6g006260.2
Mtr.37206.1.S1_at,Medtr2g064740.1
Mtr.37207.1.S1_at,Medtr8g076210.1
Mtr.37208.1.S1_at,Medtr5g007980.1
Mtr.37209.1.S1_at,Medtr4g094605.1
Mtr.37209.1.S1_s_at,Medtr4g094605.1
Mtr.37210.1.S1_at,Medtr5g097280.1
Mtr.37211.1.S1_at,Medtr3g084340.1
Mtr.37212.1.S1_at,Medtr8g468530.1
Mtr.37214.1.S1_at,Medtr4g068520.1
Mtr.37215.1.S1_at,Medtr6g011890.1
Mtr.37218.1.S1_at,Medtr6g021670.3
Mtr.37218.1.S1_at,Medtr6g021670.1
Mtr.37218.1.S1_at,Medtr6g021670.2
Mtr.37219.1.S1_at,Medtr4g080797.1
Mtr.37220.1.S1_x_at,Medtr4g088495.1
Mtr.37220.1.S1_x_at,Medtr4g088495.2
Mtr.37220.1.S1_x_at,Medtr7g116360.2
Mtr.37220.1.S1_x_at,Medtr7g116360.1
Mtr.37221.1.S1_at,Medtr6g012080.1
Mtr.37222.1.S1_at,Medtr4g104730.1
Mtr.37223.1.S1_at,Medtr8g036980.1
Mtr.37224.1.S1_at,Medtr1g033080.1
Mtr.37226.1.S1_at,Medtr4g056100.2
Mtr.37226.1.S1_at,Medtr4g056100.1
Mtr.37226.1.S1_at,Medtr4g056100.3
Mtr.37227.1.S1_at,Medtr0002s1060.1
Mtr.37228.1.S1_at,Medtr4g031800.1
Mtr.37229.1.S1_at,Medtr7g109960.1
Mtr.37230.1.S1_x_at,Medtr8g081020.1
Mtr.37231.1.S1_at,Medtr1g034240.1
Mtr.37232.1.S1_at,Medtr4g069260.1
Mtr.37233.1.S1_at,Medtr7g033775.1
Mtr.37234.1.S1_at,Medtr1g492610.1
Mtr.37234.1.S1_s_at,Medtr0018s0260.1
Mtr.37234.1.S1_s_at,Medtr1g492610.1
Mtr.37235.1.S1_at,Medtr8g020990.1
Mtr.37236.1.S1_at,Medtr5g040650.1
Mtr.37237.1.S1_at,Medtr2g030560.2
Mtr.37237.1.S1_at,Medtr2g030560.3
Mtr.37237.1.S1_at,Medtr2g030560.1
Mtr.37239.1.S1_at,Medtr4g125970.1
Mtr.37239.1.S1_at,Medtr4g125970.2
Mtr.37240.1.S1_s_at,Medtr4g081010.1
Mtr.37240.1.S1_s_at,Medtr4g081010.3
Mtr.37240.1.S1_s_at,Medtr4g081010.2
Mtr.37241.1.S1_at,Medtr1g062250.1
Mtr.37242.1.S1_x_at,Medtr8g099535.1
Mtr.37243.1.S1_at,Medtr1g492610.1
Mtr.37244.1.S1_at,Medtr7g110170.1
Mtr.37245.1.S1_s_at,Medtr5g097280.1
Mtr.37246.1.S1_at,Medtr5g034130.3
Mtr.37246.1.S1_at,Medtr5g034130.1
Mtr.37246.1.S1_at,Medtr5g034130.4
Mtr.37246.1.S1_at,Medtr5g034130.2
Mtr.37247.1.S1_at,Medtr7g116360.2
Mtr.37247.1.S1_at,Medtr7g116360.1
Mtr.37248.1.S1_at,Medtr8g018550.1
Mtr.37250.1.S1_at,Medtr4g033435.1
Mtr.37250.1.S1_at,Medtr4g033435.2
Mtr.37250.1.S1_s_at,Medtr4g033435.1
Mtr.37250.1.S1_s_at,Medtr4g033435.2
Mtr.37251.1.S1_at,Medtr3g117550.1
Mtr.37252.1.S1_at,Medtr2g099010.2
Mtr.37252.1.S1_at,Medtr2g099010.1
Mtr.37252.1.S1_at,Medtr2g099010.3
Mtr.37253.1.S1_at,Medtr5g023260.1
Mtr.37254.1.S1_at,Medtr2g039960.1
Mtr.37255.1.S1_at,Medtr3g114080.1
Mtr.37256.1.S1_at,Medtr4g085480.1
Mtr.37257.1.S1_at,Medtr3g061570.1
Mtr.37258.1.S1_at,Medtr4g125970.1
Mtr.37258.1.S1_at,Medtr4g125970.2
Mtr.37259.1.S1_at,Medtr2g036890.1
Mtr.37259.1.S1_at,Medtr2g036890.3
Mtr.37259.1.S1_at,Medtr2g036890.2
Mtr.37259.1.S1_at,Medtr2g036890.4
Mtr.37260.1.S1_at,Medtr5g055210.2
Mtr.37260.1.S1_at,Medtr5g055210.4
Mtr.37260.1.S1_at,Medtr5g055210.3
Mtr.37260.1.S1_at,Medtr5g055210.5
Mtr.37260.1.S1_at,Medtr5g055210.1
Mtr.37262.1.S1_at,Medtr4g132810.1
Mtr.37264.1.S1_at,Medtr4g087320.1
Mtr.37264.1.S1_at,Medtr4g087320.2
Mtr.37265.1.S1_at,Medtr5g024020.1
Mtr.37265.1.S1_at,Medtr5g024020.2
Mtr.37267.1.S1_at,Medtr2g078010.4
Mtr.37267.1.S1_at,Medtr2g078010.1
Mtr.37268.1.S1_s_at,Medtr8g018450.1
Mtr.37269.1.S1_at,Medtr1g072600.1
Mtr.3727.1.S1_at,Medtr3g037720.1
Mtr.37270.1.S1_at,Medtr7g096990.1
Mtr.37271.1.S1_at,Medtr1g072630.1
Mtr.37272.1.S1_at,Medtr7g097000.1
Mtr.37274.1.S1_at,Medtr1g095070.1
Mtr.37275.1.S1_at,Medtr4g108150.1
Mtr.37276.1.S1_at,Medtr1g030820.1
Mtr.37277.1.S1_at,Medtr1g052530.1
Mtr.37277.1.S1_at,Medtr1g052530.2
Mtr.37278.1.S1_at,Medtr1g081620.3
Mtr.37278.1.S1_at,Medtr1g081620.1
Mtr.37278.1.S1_at,Medtr1g081620.2
Mtr.37279.1.S1_at,Medtr6g023610.1
Mtr.37280.1.S1_at,Medtr7g091890.2
Mtr.37280.1.S1_at,Medtr7g091890.1
Mtr.37280.1.S1_s_at,Medtr7g091890.2
Mtr.37280.1.S1_s_at,Medtr7g091890.1
Mtr.37282.1.S1_at,Medtr7g109360.5
Mtr.37282.1.S1_at,Medtr7g109360.2
Mtr.37283.1.S1_s_at,Medtr6g007767.1
Mtr.37283.1.S1_s_at,Medtr6g007767.3
Mtr.37283.1.S1_s_at,Medtr6g007767.2
Mtr.37283.1.S1_s_at,Medtr6g007767.4
Mtr.37283.1.S1_s_at,Medtr6g007767.5
Mtr.37284.1.S1_at,Medtr4g104360.1
Mtr.37285.1.S1_at,Medtr4g095075.1
Mtr.37286.1.S1_at,Medtr7g051650.2
Mtr.37286.1.S1_at,Medtr7g051650.1
Mtr.37287.1.S1_s_at,Medtr7g051650.2
Mtr.37287.1.S1_s_at,Medtr7g051650.1
Mtr.37287.1.S1_s_at,Medtr7g051610.1
Mtr.37287.1.S1_s_at,Medtr7g051510.1
Mtr.37289.1.S1_at,Medtr1g103400.2
Mtr.37289.1.S1_at,Medtr1g103400.1
Mtr.37290.1.S1_at,Medtr1g103400.2
Mtr.37292.1.S1_at,Medtr7g103620.2
Mtr.37292.1.S1_at,Medtr7g103620.1
Mtr.37296.1.S1_at,Medtr4g030140.1
Mtr.37297.1.S1_at,Medtr4g071880.1
Mtr.37298.1.S1_at,Medtr2g055470.1
Mtr.37299.1.S1_at,Medtr2g023680.2
Mtr.37299.1.S1_at,Medtr2g023680.1
Mtr.373.1.S1_at,Medtr4g127240.1
Mtr.37300.1.S1_at,Medtr2g072380.2
Mtr.37300.1.S1_at,Medtr2g072380.1
Mtr.37301.1.S1_at,Medtr2g072380.2
Mtr.37303.1.S1_at,Medtr4g093680.2
Mtr.37303.1.S1_at,Medtr4g093680.1
Mtr.37306.1.S1_at,Medtr4g123000.1
Mtr.37306.1.S1_at,Medtr3g015130.3
Mtr.37306.1.S1_at,Medtr3g015130.1
Mtr.37306.1.S1_at,Medtr3g015130.2
Mtr.37307.1.S1_at,Medtr1g112640.1
Mtr.37307.1.S1_at,Medtr1g112640.5
Mtr.37307.1.S1_at,Medtr1g112640.4
Mtr.37307.1.S1_at,Medtr1g112640.2
Mtr.37307.1.S1_at,Medtr1g112640.3
Mtr.37308.1.S1_at,Medtr7g076910.2
Mtr.37308.1.S1_at,Medtr7g076910.1
Mtr.37309.1.S1_at,Medtr1g475140.1
Mtr.37310.1.S1_at,Medtr6g046960.1
Mtr.37310.1.S1_s_at,Medtr5g007050.1
Mtr.37310.1.S1_s_at,Medtr6g046960.1
Mtr.37310.1.S1_s_at,Medtr5g007050.2
Mtr.37311.1.S1_at,Medtr6g060175.2
Mtr.37311.1.S1_at,Medtr6g060175.1
Mtr.37312.1.S1_at,Medtr4g063710.1
Mtr.37313.1.S1_at,Medtr8g099795.1
Mtr.37314.1.S1_at,Medtr4g063720.1
Mtr.37314.1.S1_at,Medtr4g063720.2
Mtr.37315.1.S1_at,Medtr2g070420.2
Mtr.37315.1.S1_at,Medtr2g070420.1
Mtr.37316.1.S1_at,Medtr3g083130.1
Mtr.37317.1.S1_at,Medtr3g114850.1
Mtr.37318.1.S1_at,Medtr1g106005.1
Mtr.37319.1.S1_at,Medtr8g085980.1
Mtr.3732.1.S1_at,Medtr3g116200.1
Mtr.3732.1.S1_s_at,Medtr3g116200.1
Mtr.37321.1.S1_at,Medtr3g053020.1
Mtr.37323.1.S1_at,Medtr5g026750.1
Mtr.37324.1.S1_at,Medtr5g011040.1
Mtr.37325.1.S1_at,Medtr7g111590.2
Mtr.37325.1.S1_at,Medtr7g111590.1
Mtr.37326.1.S1_at,Medtr1g076310.1
Mtr.37327.1.S1_at,Medtr1g076130.1
Mtr.37328.1.S1_at,Medtr0416s0030.1
Mtr.37329.1.S1_at,Medtr4g047610.1
Mtr.3733.1.S1_at,Medtr7g097070.1
Mtr.37330.1.S1_at,Medtr4g082365.1
Mtr.37332.1.S1_s_at,Medtr7g057770.1
Mtr.37333.1.S1_at,Medtr5g083790.1
Mtr.37334.1.S1_at,Medtr1g023590.1
Mtr.37335.1.S1_at,Medtr6g033320.1
Mtr.37336.1.S1_at,Medtr4g104470.1
Mtr.37338.1.S1_s_at,Medtr4g021880.2
Mtr.37338.1.S1_s_at,Medtr4g021880.1
Mtr.37339.1.S1_at,Medtr6g005820.1
Mtr.37339.1.S1_at,Medtr6g005820.2
Mtr.3734.1.S1_at,Medtr4g043630.3
Mtr.37340.1.S1_at,Medtr5g031310.1
Mtr.37341.1.S1_at,Medtr5g031305.1
Mtr.37342.1.S1_at,Medtr5g031360.1
Mtr.37343.1.S1_at,Medtr7g028160.1
Mtr.37344.1.S1_at,Medtr8g104980.1
Mtr.37345.1.S1_at,Medtr7g081750.1
Mtr.37346.1.S1_at,Medtr7g081500.1
Mtr.37347.1.S1_s_at,Medtr2g099690.1
Mtr.37347.1.S1_s_at,Medtr2g099690.2
Mtr.37348.1.S1_at,Medtr7g081420.1
Mtr.37350.1.S1_at,Medtr8g081040.1
Mtr.37352.1.S1_at,Medtr3g106620.1
Mtr.37353.1.S1_at,Medtr4g115360.1
Mtr.37354.1.S1_s_at,Medtr4g115360.1
Mtr.37354.1.S1_s_at,Medtr4g115360.2
Mtr.37355.1.S1_at,Medtr3g065980.1
Mtr.37356.1.S1_at,Medtr5g072930.1
Mtr.37357.1.S1_at,Medtr5g073020.1
Mtr.37358.1.S1_s_at,Medtr5g072980.1
Mtr.37358.1.S1_s_at,Medtr5g072930.1
Mtr.37359.1.S1_at,Medtr2g044920.1
Mtr.37359.1.S1_at,Medtr2g044920.2
Mtr.37360.1.S1_at,Medtr8g012325.1
Mtr.37361.1.S1_at,Medtr3g070340.1
Mtr.37362.1.S1_at,Medtr4g066170.1
Mtr.37363.1.S1_at,Medtr4g066170.1
Mtr.37364.1.S1_at,Medtr3g092600.1
Mtr.37366.1.S1_at,Medtr6g007985.1
Mtr.37366.1.S1_at,Medtr6g008015.1
Mtr.37368.1.S1_at,Medtr6g042310.1
Mtr.37370.1.S1_at,Medtr8g094580.1
Mtr.37370.1.S1_at,Medtr8g094580.2
Mtr.37371.1.S1_at,Medtr3g094860.1
Mtr.37372.1.S1_at,Medtr1g115500.1
Mtr.37373.1.S1_at,Medtr7g053450.1
Mtr.37374.1.S1_at,Medtr1g019940.2
Mtr.37374.1.S1_at,Medtr1g019940.3
Mtr.37374.1.S1_at,Medtr1g019940.1
Mtr.37375.1.S1_at,Medtr7g083410.1
Mtr.37376.1.S1_s_at,Medtr8g077145.1
Mtr.37378.1.S1_at,Medtr8g077145.1
Mtr.37379.1.S1_at,Medtr3g053520.1
Mtr.37380.1.S1_at,Medtr3g053540.1
Mtr.37381.1.S1_at,Medtr4g090510.1
Mtr.37381.1.S1_at,Medtr4g090510.2
Mtr.37382.1.S1_at,Medtr8g080290.2
Mtr.37382.1.S1_at,Medtr8g080290.4
Mtr.37382.1.S1_at,Medtr8g080290.10
Mtr.37382.1.S1_at,Medtr8g080290.3
Mtr.37382.1.S1_at,Medtr8g080290.5
Mtr.37382.1.S1_at,Medtr8g080290.11
Mtr.37382.1.S1_at,Medtr8g080290.1
Mtr.37383.1.S1_at,Medtr8g494200.1
Mtr.37384.1.S1_at,Medtr8g024340.1
Mtr.37384.1.S1_at,Medtr8g024340.2
Mtr.37385.1.S1_at,Medtr3g112410.1
Mtr.37386.1.S1_s_at,Medtr1g067180.4
Mtr.37386.1.S1_s_at,Medtr1g067180.2
Mtr.37386.1.S1_s_at,Medtr1g067180.3
Mtr.37386.1.S1_s_at,Medtr1g067180.1
Mtr.37386.1.S1_s_at,Medtr1g067180.5
Mtr.37387.1.S1_s_at,Medtr2g069350.1
Mtr.37388.1.S1_at,Medtr7g100760.1
Mtr.37389.1.S1_at,Medtr4g088350.2
Mtr.37389.1.S1_at,Medtr4g088350.1
Mtr.37391.1.S1_at,Medtr2g014360.1
Mtr.37392.1.S1_at,Medtr3g076660.1
Mtr.37393.1.S1_at,Medtr7g093870.1
Mtr.37394.1.S1_at,Medtr7g070000.1
Mtr.37396.1.S1_at,Medtr1g090070.1
Mtr.37397.1.S1_at,Medtr1g090100.1
Mtr.37398.1.S1_at,Medtr8g072330.1
Mtr.37398.1.S1_at,Medtr8g072330.2
Mtr.37399.1.S1_at,Medtr4g127040.1
Mtr.374.1.S1_at,Medtr4g127220.1
Mtr.37400.1.S1_at,Medtr7g053410.1
Mtr.37400.1.S1_at,Medtr7g053410.2
Mtr.37401.1.S1_at,Medtr6g021615.1
Mtr.37402.1.S1_at,Medtr8g072000.3
Mtr.37402.1.S1_at,Medtr8g072000.2
Mtr.37402.1.S1_at,Medtr8g072000.1
Mtr.37403.1.S1_at,Medtr7g068450.1
Mtr.37406.1.S1_at,Medtr7g115080.3
Mtr.37406.1.S1_at,Medtr7g115080.2
Mtr.37406.1.S1_at,Medtr7g115080.1
Mtr.37409.1.S1_s_at,Medtr4g021800.3
Mtr.37409.1.S1_s_at,Medtr4g021800.2
Mtr.37409.1.S1_s_at,Medtr4g021800.5
Mtr.37409.1.S1_s_at,Medtr4g021800.6
Mtr.37409.1.S1_s_at,Medtr4g021800.4
Mtr.37409.1.S1_s_at,Medtr4g021800.7
Mtr.37409.1.S1_s_at,Medtr4g021800.1
Mtr.37410.1.S1_at,Medtr3g023720.1
Mtr.37411.1.S1_at,Medtr3g023720.2
Mtr.37412.1.S1_at,Medtr3g093980.2
Mtr.37412.1.S1_at,Medtr3g093980.3
Mtr.37412.1.S1_s_at,Medtr3g093980.3
Mtr.37412.1.S1_s_at,Medtr3g093980.2
Mtr.37414.1.S1_at,Medtr5g026930.4
Mtr.37414.1.S1_at,Medtr5g026930.5
Mtr.37414.1.S1_at,Medtr5g026930.6
Mtr.37414.1.S1_at,Medtr5g026930.1
Mtr.37414.1.S1_at,Medtr5g026930.3
Mtr.37414.1.S1_at,Medtr5g026930.2
Mtr.37415.1.S1_s_at,Medtr7g013660.1
Mtr.37417.1.S1_s_at,Medtr4g074930.4
Mtr.37417.1.S1_s_at,Medtr4g074930.3
Mtr.37417.1.S1_s_at,Medtr4g074930.2
Mtr.37417.1.S1_s_at,Medtr4g074930.1
Mtr.37418.1.S1_s_at,Medtr4g074930.2
Mtr.37418.1.S1_s_at,Medtr4g074930.1
Mtr.37418.1.S1_s_at,Medtr4g074930.4
Mtr.37418.1.S1_s_at,Medtr4g074930.3
Mtr.37419.1.S1_at,Medtr4g074930.4
Mtr.37419.1.S1_at,Medtr4g074930.3
Mtr.37419.1.S1_at,Medtr4g074930.2
Mtr.37419.1.S1_at,Medtr4g074930.1
Mtr.37420.1.S1_at,Medtr5g014260.1
Mtr.37420.1.S1_at,Medtr5g014260.2
Mtr.37421.1.S1_at,Medtr2g008360.1
Mtr.37423.1.S1_at,Medtr1g090140.1
Mtr.37424.1.S1_at,Medtr4g133600.2
Mtr.37425.1.S1_at,Medtr2g023930.1
Mtr.37426.1.S1_at,Medtr7g076200.2
Mtr.37426.1.S1_at,Medtr7g076200.3
Mtr.37426.1.S1_at,Medtr7g076200.1
Mtr.37427.1.S1_at,Medtr1g006490.1
Mtr.37428.1.S1_at,Medtr8g104870.1
Mtr.37431.1.S1_at,Medtr1g112230.1
Mtr.37432.1.S1_at,Medtr7g068380.1
Mtr.37433.1.S1_at,Medtr1g087910.1
Mtr.37433.1.S1_at,Medtr1g087910.2
Mtr.37434.1.S1_at,Medtr8g028080.1
Mtr.37435.1.S1_at,Medtr5g004600.1
Mtr.37436.1.S1_at,Medtr4g107810.5
Mtr.37436.1.S1_at,Medtr4g107810.6
Mtr.37436.1.S1_at,Medtr4g107810.2
Mtr.37436.1.S1_at,Medtr4g107810.4
Mtr.37436.1.S1_at,Medtr4g107810.1
Mtr.37436.1.S1_at,Medtr4g107810.3
Mtr.37437.1.S1_at,Medtr4g107720.3
Mtr.37437.1.S1_at,Medtr4g107720.1
Mtr.37437.1.S1_at,Medtr4g107720.2
Mtr.37438.1.S1_at,Medtr4g107730.1
Mtr.37439.1.S1_at,Medtr1g022485.1
Mtr.37441.1.S1_s_at,Medtr3g089977.1
Mtr.37441.1.S1_s_at,Medtr3g089970.1
Mtr.37441.1.S1_s_at,Medtr3g089970.2
Mtr.37442.1.S1_at,Medtr3g089940.3
Mtr.37442.1.S1_at,Medtr3g089940.2
Mtr.37442.1.S1_at,Medtr3g089940.1
Mtr.37442.1.S1_at,Medtr3g089940.4
Mtr.37443.1.S1_at,Medtr3g089940.3
Mtr.37443.1.S1_at,Medtr3g089940.2
Mtr.37443.1.S1_at,Medtr3g089940.1
Mtr.37443.1.S1_at,Medtr3g089940.4
Mtr.37443.1.S1_x_at,Medtr3g089940.3
Mtr.37443.1.S1_x_at,Medtr3g089940.2
Mtr.37443.1.S1_x_at,Medtr3g089940.1
Mtr.37443.1.S1_x_at,Medtr3g089940.4
Mtr.37444.1.S1_at,Medtr3g089977.1
Mtr.37444.1.S1_x_at,Medtr3g089977.1
Mtr.37445.1.S1_at,Medtr4g107650.1
Mtr.37447.1.S1_at,Medtr4g088980.1
Mtr.37448.1.S1_at,Medtr4g037505.1
Mtr.37449.1.S1_at,Medtr5g007210.1
Mtr.37450.1.S1_at,Medtr1g016750.1
Mtr.37451.1.S1_at,Medtr5g068660.1
Mtr.37452.1.S1_at,Medtr5g068660.1
Mtr.37453.1.S1_at,Medtr4g006940.1
Mtr.37453.1.S1_at,Medtr4g006940.3
Mtr.37453.1.S1_at,Medtr4g006940.2
Mtr.37454.1.S1_at,Medtr3g075320.2
Mtr.37455.1.S1_at,Medtr0184s0010.1
Mtr.37456.1.S1_at,Medtr0078s0060.1
Mtr.37457.1.S1_at,Medtr5g016590.1
Mtr.37458.1.S1_at,Medtr0009s0390.1
Mtr.37459.1.S1_at,Medtr1g102870.1
Mtr.37460.1.S1_at,Medtr8g023140.1
Mtr.37461.1.S1_s_at,Medtr8g023140.1
Mtr.37462.1.S1_at,Medtr1g096460.1
Mtr.37464.1.S1_at,Medtr5g016250.1
Mtr.37465.1.S1_at,Medtr7g103320.3
Mtr.37466.1.S1_s_at,Medtr7g103320.2
Mtr.37466.1.S1_s_at,Medtr7g103320.3
Mtr.37466.1.S1_s_at,Medtr7g103320.1
Mtr.37467.1.S1_at,Medtr1g080860.1
Mtr.37467.1.S1_at,Medtr1g080860.2
Mtr.37468.1.S1_at,Medtr1g032220.1
Mtr.37469.1.S1_s_at,Medtr1g032220.1
Mtr.37470.1.S1_at,Medtr2g009480.1
Mtr.37471.1.S1_s_at,Medtr8g055840.1
Mtr.37471.1.S1_s_at,Medtr8g055840.3
Mtr.37471.1.S1_s_at,Medtr8g055840.2
Mtr.37473.1.S1_at,Medtr2g078760.4
Mtr.37473.1.S1_at,Medtr2g078760.2
Mtr.37473.1.S1_at,Medtr2g078760.1
Mtr.37473.1.S1_at,Medtr2g078760.5
Mtr.37473.1.S1_at,Medtr2g078760.3
Mtr.37473.1.S1_at,Medtr2g078760.6
Mtr.37474.1.S1_at,Medtr4g057970.1
Mtr.37475.1.S1_at,Medtr6g011390.1
Mtr.37476.1.S1_at,Medtr1g012710.1
Mtr.37477.1.S1_at,Medtr8g447220.1
Mtr.37477.1.S1_at,Medtr8g447220.2
Mtr.37478.1.S1_at,Medtr2g063843.1
Mtr.37479.1.S1_at,Medtr2g063857.1
Mtr.37479.1.S1_at,Medtr2g063857.2
Mtr.37480.1.S1_at,Medtr1g051820.1
Mtr.37481.1.S1_at,Medtr2g079780.1
Mtr.37482.1.S1_at,Medtr4g063630.1
Mtr.37483.1.S1_at,Medtr8g098735.2
Mtr.37483.1.S1_at,Medtr8g098735.1
Mtr.37483.1.S1_at,Medtr8g098735.3
Mtr.37484.1.S1_at,Medtr8g010570.1
Mtr.37484.1.S1_at,Medtr8g010570.3
Mtr.37486.1.S1_at,Medtr2g005930.1
Mtr.37487.1.S1_s_at,Medtr4g103810.5
Mtr.37487.1.S1_s_at,Medtr4g103810.3
Mtr.37487.1.S1_s_at,Medtr4g103810.4
Mtr.37487.1.S1_s_at,Medtr4g103810.1
Mtr.37487.1.S1_s_at,Medtr4g103810.2
Mtr.37488.1.S1_at,Medtr4g103810.5
Mtr.37488.1.S1_at,Medtr4g103810.4
Mtr.37488.1.S1_at,Medtr4g103810.2
Mtr.37488.1.S1_s_at,Medtr4g103810.5
Mtr.37488.1.S1_s_at,Medtr4g103810.3
Mtr.37488.1.S1_s_at,Medtr4g103810.4
Mtr.37488.1.S1_s_at,Medtr4g103810.1
Mtr.37488.1.S1_s_at,Medtr4g103810.2
Mtr.37489.1.S1_at,Medtr4g103810.5
Mtr.37489.1.S1_at,Medtr4g103810.3
Mtr.37489.1.S1_at,Medtr4g103810.4
Mtr.37489.1.S1_at,Medtr4g103810.1
Mtr.37489.1.S1_at,Medtr4g103810.2
Mtr.37490.1.S1_at,Medtr2g006820.1
Mtr.37490.1.S1_at,Medtr5g093300.1
Mtr.37491.1.S1_at,Medtr8g028710.2
Mtr.37491.1.S1_at,Medtr8g028710.4
Mtr.37491.1.S1_at,Medtr8g028710.3
Mtr.37491.1.S1_at,Medtr8g028710.1
Mtr.37492.1.S1_at,Medtr8g100085.2
Mtr.37492.1.S1_at,Medtr8g100085.1
Mtr.37493.1.S1_at,Medtr3g074860.1
Mtr.37494.1.S1_at,Medtr3g074890.1
Mtr.37495.1.S1_at,Medtr3g102980.1
Mtr.37496.1.S1_at,Medtr1g114240.2
Mtr.37498.1.S1_s_at,Medtr2g016490.1
Mtr.375.1.S1_s_at,Medtr4g127210.3
Mtr.375.1.S1_s_at,Medtr4g127210.1
Mtr.375.1.S1_s_at,Medtr4g127210.2
Mtr.37501.1.S1_at,Medtr7g011900.1
Mtr.37502.1.S1_at,Medtr2g022380.1
Mtr.37502.1.S1_at,Medtr2g022350.1
Mtr.37502.1.S1_s_at,Medtr2g022380.1
Mtr.37502.1.S1_s_at,Medtr2g022370.1
