probe_set	gene_id	adjust_score	start	end
Mtr.35452.1.S1_at	Medtr7g081070.2	450	111	390
Mtr.35453.1.S1_at	Medtr8g077860.1	450	1738	1961
Mtr.35453.1.S1_at	Medtr8g077860.2	360	1738	1844
Mtr.35454.1.S1_at	Medtr4g079500.1	446	68	242
Mtr.35455.1.S1_at	Medtr6g071935.1	495	3299	3506
Mtr.35455.1.S1_at	Medtr6g072310.1	404	3298	3481
Mtr.35456.1.S1_at	Medtr8g069775.1	495	1460	1986
Mtr.35457.1.S1_at	Medtr3g104700.2	495	1672	2220
Mtr.35457.1.S1_at	Medtr3g104700.1	495	1621	2169
Mtr.35458.1.S1_at	Medtr3g013450.1	450	129	686
Mtr.35458.1.S1_at	Medtr3g013450.2	360	129	671
Mtr.35459.1.S1_at	Medtr0042s0190.1	495	152	529
Mtr.35459.1.S1_at	Medtr0042s0190.2	360	152	334
Mtr.35460.1.S1_at	Medtr3g097320.1	450	1169	1682
Mtr.35461.1.S1_at	Medtr3g087150.1	404	587	941
Mtr.35462.1.S1_at	Medtr0542s0020.1	495	89	556
Mtr.35463.1.S1_at	Medtr4g127160.1	405	1289	1544
Mtr.35463.1.S1_at	Medtr4g127160.2	405	1451	1706
Mtr.35464.1.S1_at	Medtr4g105630.2	495	1188	1681
Mtr.35464.1.S1_at	Medtr4g105630.4	495	1388	1793
Mtr.35464.1.S1_at	Medtr4g105630.3	495	1350	1755
Mtr.35464.1.S1_at	Medtr4g105630.1	495	1188	1593
Mtr.35464.1.S1_at	Medtr4g105630.6	495	1550	1955
Mtr.35464.1.S1_at	Medtr4g105630.5	495	1388	1881
Mtr.35465.1.S1_at	Medtr3g105580.2	450	5635	6084
Mtr.35465.1.S1_at	Medtr3g105580.1	450	3674	4123
Mtr.35466.1.S1_at	Medtr4g091000.1	450	49	306
Mtr.35468.1.S1_at	Medtr8g009660.2	495	1458	1894
Mtr.35471.1.S1_at	Medtr5g092220.1	495	444	702
Mtr.35472.1.S1_at	Medtr8g469260.1	450	199	769
Mtr.35476.1.S1_at	Medtr8g095210.1	539	2278	2544
Mtr.35478.1.S1_at	Medtr2g036910.1	450	204	616
Mtr.3548.1.S1_at	Medtr1g101810.1	494	789	1268
Mtr.3548.1.S1_at	Medtr1g101810.3	405	948	1386
Mtr.3548.1.S1_at	Medtr1g101810.4	405	846	1284
Mtr.3548.1.S1_at	Medtr1g101810.2	405	975	1413
Mtr.35480.1.S1_at	Medtr7g085810.1	405	15	387
Mtr.35481.1.S1_s_at	Medtr4g068120.1	495	62	405
Mtr.35481.1.S1_s_at	Medtr4g068120.2	495	62	405
Mtr.35484.1.S1_at	Medtr8g059405.1	358	1	156
Mtr.35485.1.S1_s_at	Medtr7g073280.1	495	1167	1440
Mtr.35486.1.S1_at	Medtr8g087450.1	494	1101	1333
Mtr.35487.1.S1_at	Medtr7g405740.1	495	109	655
Mtr.35488.1.S1_at	Medtr5g037080.1	495	1051	1607
Mtr.3549.1.S1_at	Medtr2g072340.1	450	1378	1758
Mtr.35490.1.S1_at	Medtr8g021230.1	493	2042	2214
Mtr.35490.1.S1_at	Medtr8g021230.4	493	2470	2642
Mtr.35490.1.S1_at	Medtr8g021230.2	493	2029	2201
Mtr.35490.1.S1_at	Medtr8g021230.3	448	2042	2432
Mtr.35490.1.S1_at	Medtr8g021230.5	448	2029	2419
Mtr.35491.1.S1_at	Medtr3g026110.1	448	2870	3441
Mtr.35493.1.S1_at	Medtr2g104650.1	495	260	820
Mtr.35494.1.S1_at	Medtr4g082560.2	405	1501	1848
Mtr.35494.1.S1_at	Medtr4g082560.1	405	1501	1848
Mtr.35495.1.S1_at	Medtr4g092770.1	495	2043	2439
Mtr.35496.1.S1_at	Medtr1g096610.1	495	512	859
Mtr.35497.1.S1_at	Medtr4g478190.1	405	2853	3062
Mtr.35498.1.S1_s_at	Medtr4g006200.1	495	204	627
Mtr.355.1.S1_at	Medtr4g074440.2	450	4293	4652
Mtr.355.1.S1_at	Medtr4g074440.1	450	2638	2997
Mtr.35500.1.S1_at	Medtr7g117280.1	495	626	1158
Mtr.35500.1.S1_at	Medtr7g117280.2	495	293	825
Mtr.35501.1.S1_at	Medtr2g031870.2	495	758	1218
Mtr.35501.1.S1_at	Medtr2g031870.1	495	811	1271
Mtr.35501.1.S1_at	Medtr2g031870.3	495	669	1129
Mtr.35503.1.S1_at	Medtr5g088750.1	495	1298	1852
Mtr.35503.1.S1_at	Medtr5g088750.2	495	1361	1915
Mtr.35504.1.S1_at	Medtr4g013375.1	405	661	1156
Mtr.35507.1.S1_at	Medtr8g098615.1	450	374	754
Mtr.35507.1.S1_at	Medtr8g098615.2	450	485	865
Mtr.35511.1.S1_at	Medtr5g045470.1	495	150	426
Mtr.35512.1.S1_s_at	Medtr7g099720.1	494	113	322
Mtr.35515.1.S1_at	Medtr8g006930.1	449	1078	1485
Mtr.35516.1.S1_at	Medtr3g005730.1	447	909	1242
Mtr.35516.1.S1_at	Medtr3g005730.2	447	972	1305
Mtr.3552.1.S1_at	Medtr3g031280.1	402	1433	1661
Mtr.35520.1.S1_at	Medtr3g110450.1	491	2942	3374
Mtr.35521.1.S1_at	Medtr6g083240.1	450	302	462
Mtr.35523.1.S1_at	Medtr3g466150.1	449	51	498
Mtr.35524.1.S1_at	Medtr4g053630.1	493	1947	2373
Mtr.35524.1.S1_at	Medtr4g053630.2	493	2094	2520
Mtr.35524.1.S1_at	Medtr4g053635.1	356	1732	2021
Mtr.35524.1.S1_at	Medtr4g053665.1	354	346	635
Mtr.35525.1.S1_at	Medtr1g105595.2	495	326	856
Mtr.35525.1.S1_at	Medtr1g105595.1	450	362	882
Mtr.35526.1.S1_at	Medtr3g082830.1	494	705	1088
Mtr.35527.1.S1_at	Medtr7g026740.1	493	1291	1769
Mtr.35528.1.S1_at	Medtr0186s0030.1	495	222	401
Mtr.35528.1.S1_at	Medtr8g056940.1	358	183	355
Mtr.35530.1.S1_at	Medtr5g025370.1	495	1324	1727
Mtr.35531.1.S1_at	Medtr3g095250.1	448	621	1044
Mtr.35532.1.S1_at	Medtr5g020570.1	450	1853	2420
Mtr.35532.1.S1_at	Medtr5g020570.2	450	1583	2150
Mtr.35533.1.S1_at	Medtr2g060650.1	450	4073	4420
Mtr.35535.1.S1_at	Medtr8g033140.1	495	641	1156
Mtr.35537.1.S1_at	Medtr2g029340.1	491	1000	1468
Mtr.35538.1.S1_at	Medtr1g073890.1	495	1108	1630
Mtr.35539.1.S1_at	Medtr4g116870.1	405	1978	2389
Mtr.35540.1.S1_at	Medtr2g072510.1	449	6	384
Mtr.35543.1.S1_at	Medtr8g038390.1	495	1575	1806
Mtr.35544.1.S1_at	Medtr3g450800.1	360	554	814
Mtr.35545.1.S1_at	Medtr5g024300.1	493	1652	2080
Mtr.35546.1.S1_at	Medtr7g081190.1	450	179	557
Mtr.35547.1.S1_at	Medtr6g027590.1	495	897	1281
Mtr.35550.1.S1_at	Medtr1g088875.3	495	107	692
Mtr.35550.1.S1_at	Medtr1g088875.2	495	107	692
Mtr.35550.1.S1_at	Medtr1g088875.1	495	107	692
Mtr.35553.1.S1_at	Medtr8g096700.1	448	1050	1294
Mtr.35555.1.S1_at	Medtr8g089815.2	495	1561	2027
Mtr.35555.1.S1_at	Medtr8g089815.1	495	1426	1892
Mtr.35557.1.S1_s_at	Medtr2g032710.2	495	208	488
Mtr.35557.1.S1_s_at	Medtr2g032710.1	495	250	530
Mtr.35559.1.S1_at	Medtr5g007380.1	493	3907	4368
Mtr.35559.1.S1_at	Medtr5g007380.2	493	3907	4620
Mtr.35560.1.S1_at	Medtr6g465150.1	449	1527	2087
Mtr.35561.1.S1_at	Medtr3g058880.1	360	3266	3687
Mtr.35561.1.S1_at	Medtr3g058880.3	360	3295	3716
Mtr.35563.1.S1_at	Medtr3g033110.1	405	3691	4071
Mtr.35564.1.S1_at	Medtr5g013285.1	495	165	552
Mtr.35565.1.S1_at	Medtr3g061900.1	495	420	978
Mtr.35565.1.S1_at	Medtr3g061900.2	495	295	853
Mtr.35565.1.S1_at	Medtr3g061900.3	405	420	901
Mtr.35567.1.S1_at	Medtr6g071430.2	450	3412	3884
Mtr.35567.1.S1_at	Medtr6g071430.5	405	3766	4229
Mtr.35567.1.S1_at	Medtr6g071430.1	360	3412	3821
Mtr.35569.1.S1_at	Medtr5g013770.1	405	650	855
Mtr.35569.1.S1_at	Medtr5g013770.2	405	650	855
Mtr.35570.1.S1_at	Medtr3g093470.1	495	2195	2717
Mtr.35570.1.S1_at	Medtr3g093470.3	495	2659	3181
Mtr.35570.1.S1_at	Medtr3g093470.4	495	2435	2957
Mtr.35570.1.S1_at	Medtr3g093470.2	495	2564	3086
Mtr.35570.1.S1_at	Medtr3g093470.5	495	2964	3486
Mtr.35571.1.S1_at	Medtr7g081260.3	495	331	476
Mtr.35571.1.S1_at	Medtr7g081260.1	405	245	382
Mtr.35572.1.S1_at	Medtr7g085290.1	495	1474	1932
Mtr.35575.1.S1_at	Medtr8g106820.1	495	1960	2169
Mtr.35575.1.S1_s_at	Medtr8g106820.1	495	1734	1973
Mtr.35581.1.S1_at	Medtr7g039370.1	495	690	1275
Mtr.35581.1.S1_at	Medtr5g040250.1	405	707	1292
Mtr.35583.1.S1_at	Medtr8g007500.1	495	1496	1889
Mtr.35584.1.S1_at	Medtr3g005460.1	495	778	1344
Mtr.35584.1.S1_at	Medtr3g005460.2	495	777	1343
Mtr.35586.1.S1_at	Medtr1g021440.1	494	60	639
Mtr.35586.1.S1_at	Medtr1g021440.4	494	60	639
Mtr.35586.1.S1_at	Medtr1g021440.2	494	60	639
Mtr.35586.1.S1_at	Medtr1g021440.3	494	60	639
Mtr.35586.1.S1_x_at	Medtr1g021440.1	494	52	639
Mtr.35586.1.S1_x_at	Medtr1g021440.4	494	52	639
Mtr.35586.1.S1_x_at	Medtr1g021440.2	494	52	639
Mtr.35586.1.S1_x_at	Medtr1g021440.3	494	52	639
Mtr.35587.1.S1_at	Medtr2g044200.1	405	1497	1905
Mtr.35589.1.S1_at	Medtr1g022960.2	495	1308	1804
Mtr.35589.1.S1_at	Medtr1g022960.1	495	1552	2048
Mtr.35590.1.S1_s_at	Medtr5g042620.3	495	715	880
Mtr.35590.1.S1_s_at	Medtr5g042620.2	495	412	577
Mtr.35590.1.S1_s_at	Medtr5g042620.7	495	594	759
Mtr.35590.1.S1_s_at	Medtr5g042620.6	495	897	1062
Mtr.35590.1.S1_s_at	Medtr5g042620.8	495	993	1158
Mtr.35590.1.S1_s_at	Medtr5g042620.5	495	811	976
Mtr.35590.1.S1_s_at	Medtr5g042620.9	495	428	593
Mtr.35590.1.S1_s_at	Medtr5g042620.4	495	270	435
Mtr.35590.1.S1_s_at	Medtr5g042620.1	495	280	445
Mtr.35592.1.S1_at	Medtr4g011440.1	448	1975	2465
Mtr.35596.1.S1_at	Medtr1g054100.2	495	325	597
Mtr.35599.1.S1_s_at	Medtr2125s0010.1	495	382	590
Mtr.356.1.S1_at	Medtr4g074500.1	495	202	409
Mtr.35600.1.S1_at	Medtr7g090160.2	495	1800	1965
Mtr.35600.1.S1_at	Medtr7g090160.1	495	1321	1486
Mtr.35601.1.S1_at	Medtr8g012945.2	493	42	553
Mtr.35601.1.S1_at	Medtr8g012945.1	448	31	537
Mtr.35601.1.S1_at	Medtr8g012945.3	360	627	1038
Mtr.35602.1.S1_s_at	Medtr1g103100.1	495	783	1174
Mtr.35604.1.S1_at	Medtr4g083390.5	495	587	1096
Mtr.35604.1.S1_at	Medtr4g083390.4	495	570	1079
Mtr.35604.1.S1_at	Medtr4g083390.8	495	984	1493
Mtr.35604.1.S1_at	Medtr4g083390.6	495	344	853
Mtr.35604.1.S1_at	Medtr4g083390.7	495	1051	1560
Mtr.35604.1.S1_at	Medtr4g083390.10	495	1465	1974
Mtr.35604.1.S1_at	Medtr4g083390.9	495	1331	1840
Mtr.35604.1.S1_at	Medtr4g083390.3	493	1041	1473
Mtr.35604.1.S1_at	Medtr4g083390.2	493	334	766
Mtr.35605.1.S1_at	Medtr1g040360.1	495	1793	2353
Mtr.3561.1.S1_at	Medtr3g033530.1	446	1138	1402
Mtr.35610.1.S1_at	Medtr1g011880.2	495	366	790
Mtr.35611.1.S1_at	Medtr7g053107.1	495	719	1229
Mtr.35611.1.S1_at	Medtr7g053107.2	405	719	933
Mtr.35613.1.S1_s_at	Medtr4g127490.2	495	742	1050
Mtr.35613.1.S1_s_at	Medtr4g127490.1	495	748	1056
Mtr.35614.1.S1_at	Medtr5g084060.1	405	128	624
Mtr.35616.1.S1_at	Medtr6g047880.1	495	85	658
Mtr.35618.1.S1_at	Medtr1g069450.1	495	5017	5553
Mtr.35619.1.S1_at	Medtr2g027540.1	405	826	1054
Mtr.35619.1.S1_at	Medtr2g027540.2	405	754	982
Mtr.35622.1.S1_at	Medtr5g008720.1	493	779	1310
Mtr.35622.1.S1_at	Medtr5g008720.2	493	649	1180
Mtr.35623.1.S1_at	Medtr7g072730.1	495	28	486
Mtr.35625.1.S1_s_at	Medtr8g096020.1	495	205	666
Mtr.35626.1.S1_at	Medtr8g022310.1	495	870	1434
Mtr.35626.1.S1_at	Medtr8g022310.8	495	391	955
Mtr.35626.1.S1_at	Medtr8g022310.7	450	1125	2570
Mtr.35626.1.S1_at	Medtr8g022310.3	450	870	1509
Mtr.35626.1.S1_at	Medtr8g022310.5	450	870	2041
Mtr.35626.1.S1_at	Medtr8g022310.9	450	870	1438
Mtr.35626.1.S1_at	Medtr8g022310.2	450	831	1474
Mtr.35626.1.S1_at	Medtr8g022310.6	450	870	2315
Mtr.35626.1.S1_at	Medtr8g022310.4	450	870	1783
Mtr.35627.1.S1_at	Medtr7g072810.1	358	67	336
Mtr.35628.1.S1_at	Medtr8g093335.1	404	836	1078
Mtr.35628.1.S1_at	Medtr8g093390.1	360	675	873
Mtr.35628.1.S1_s_at	Medtr8g093335.1	495	502	833
Mtr.35628.1.S1_s_at	Medtr8g093390.1	495	341	672
Mtr.35630.1.S1_at	Medtr4g129620.2	405	557	767
Mtr.35633.1.S1_at	Medtr1g038680.1	400	884	1293
Mtr.35634.1.S1_at	Medtr2g028870.1	495	1862	2371
Mtr.35637.1.S1_at	Medtr4g094615.1	450	1269	1759
Mtr.35637.1.S1_at	Medtr4g094615.3	450	1268	2570
Mtr.35637.1.S1_at	Medtr4g094615.2	450	1258	1803
Mtr.35638.1.S1_at	Medtr3g115300.1	405	316	864
Mtr.35639.1.S1_s_at	Medtr5g017160.1	495	157	441
Mtr.35642.1.S1_at	Medtr8g447290.1	495	1382	1742
Mtr.35644.1.S1_at	Medtr4g100770.1	495	9	508
Mtr.35644.1.S1_at	Medtr4g100770.2	495	56	551
Mtr.35646.1.S1_at	Medtr4g114610.1	450	282	851
Mtr.35647.1.S1_at	Medtr4g478140.1	405	347	815
Mtr.35648.1.S1_at	Medtr4g131160.2	495	938	1424
Mtr.35648.1.S1_at	Medtr4g131160.1	359	929	1216
Mtr.35650.1.S1_at	Medtr8g466250.1	449	37	429
Mtr.35652.1.S1_at	Medtr2g031270.1	495	14	409
Mtr.35653.1.S1_at	Medtr7g013840.1	495	1391	1812
Mtr.35653.1.S1_at	Medtr7g013840.2	495	1388	1809
Mtr.35654.1.S1_at	Medtr5g055020.1	495	95	481
Mtr.35655.1.S1_at	Medtr7g033080.1	495	377	760
Mtr.35657.1.S1_at	Medtr3g091650.1	405	668	1123
Mtr.35657.1.S1_at	Medtr3g091650.3	405	545	1000
Mtr.35657.1.S1_at	Medtr3g091650.2	405	570	1025
Mtr.35658.1.S1_at	Medtr3g465470.1	495	65	618
Mtr.35659.1.S1_at	Medtr8g093530.1	493	200	638
Mtr.35660.1.S1_at	Medtr4g029210.1	449	65	338
Mtr.35661.1.S1_at	Medtr7g082590.1	495	107	454
Mtr.35662.1.S1_at	Medtr2g029520.1	495	262	644
Mtr.35663.1.S1_at	Medtr8g012850.1	403	20	293
Mtr.35664.1.S1_at	Medtr4g027425.1	495	5373	5897
Mtr.35665.1.S1_at	Medtr8g093440.2	450	611	1185
Mtr.35665.1.S1_at	Medtr8g093440.1	450	540	1114
Mtr.35666.1.S1_at	Medtr2g016520.1	448	58	587
Mtr.35667.1.S1_at	Medtr2g007000.9	493	4936	5460
Mtr.35667.1.S1_at	Medtr2g007000.4	493	4195	4719
Mtr.35667.1.S1_at	Medtr2g007000.6	493	4459	4983
Mtr.35667.1.S1_at	Medtr2g007000.3	493	4164	4688
Mtr.35667.1.S1_at	Medtr2g007000.8	493	4804	5328
Mtr.35667.1.S1_at	Medtr2g007000.7	493	4327	4851
Mtr.35667.1.S1_at	Medtr2g007000.2	493	4423	4947
Mtr.35667.1.S1_at	Medtr2g007000.10	493	4430	4954
Mtr.35668.1.S1_at	Medtr5g075260.2	450	2619	3298
Mtr.35668.1.S1_at	Medtr5g075260.3	450	2592	3112
Mtr.35668.1.S1_at	Medtr5g075260.1	450	2619	3139
Mtr.35669.1.S1_at	Medtr1g051120.2	403	1146	1403
Mtr.35669.1.S1_at	Medtr1g051120.3	403	1524	1781
Mtr.35669.1.S1_at	Medtr1g051120.1	403	1078	1335
Mtr.35670.1.S1_at	Medtr6g015805.1	495	2658	3092
Mtr.35672.1.S1_s_at	Medtr1g008170.1	495	79	441
Mtr.35674.1.S1_at	Medtr2g055710.1	495	74	434
Mtr.35675.1.S1_at	Medtr8g080490.2	495	1319	1854
Mtr.35675.1.S1_at	Medtr8g080490.1	450	1365	1897
Mtr.35676.1.S1_at	Medtr6g015965.1	450	63	475
Mtr.35677.1.S1_at	Medtr3g087900.1	495	63	567
Mtr.35678.1.S1_at	Medtr6g016495.1	403	2019	2368
Mtr.35679.1.S1_at	Medtr5g032090.1	450	1684	2210
Mtr.35680.1.S1_s_at	Medtr1g008140.1	495	264	829
Mtr.35682.1.S1_at	Medtr5g017500.1	401	581	1142
Mtr.35683.1.S1_at	Medtr4g134170.1	495	1925	2396
Mtr.35684.1.S1_at	Medtr4g087240.1	450	1426	1921
Mtr.35685.1.S1_at	Medtr4g032805.1	495	89	616
Mtr.35686.1.S1_at	Medtr8g461690.1	495	232	805
Mtr.35686.1.S1_at	Medtr8g060550.1	360	211	578
Mtr.35687.1.S1_at	Medtr5g048350.2	450	880	1338
Mtr.35687.1.S1_at	Medtr5g048350.1	450	948	1406
Mtr.35688.1.S1_at	Medtr6g017225.1	358	317	706
Mtr.35689.1.S1_at	Medtr4g063925.1	495	40	572
Mtr.35690.1.S1_at	Medtr8g102460.3	495	1803	2275
Mtr.35690.1.S1_at	Medtr8g102460.4	495	1228	1700
Mtr.35690.1.S1_at	Medtr8g102460.1	495	1714	2186
Mtr.35690.1.S1_at	Medtr8g102460.2	495	1686	2158
Mtr.35691.1.S1_at	Medtr4g102280.1	495	1884	2251
Mtr.35692.1.S1_s_at	Medtr8g065630.1	495	162	416
Mtr.35692.1.S1_s_at	Medtr8g065650.1	495	233	487
Mtr.35694.1.S1_at	Medtr5g021500.1	495	3171	3592
Mtr.35695.1.S1_at	Medtr5g099280.3	448	1605	1886
Mtr.35695.1.S1_at	Medtr5g099280.2	448	1665	1946
Mtr.35695.1.S1_at	Medtr5g099280.1	448	1196	1477
Mtr.35696.1.S1_at	Medtr2g097900.1	493	374	608
Mtr.35696.1.S1_at	Medtr2g097900.4	493	374	608
Mtr.35696.1.S1_s_at	Medtr2g097900.3	495	269	513
Mtr.35696.1.S1_s_at	Medtr2g097900.2	495	252	496
Mtr.35696.1.S1_s_at	Medtr2g097900.1	495	695	939
Mtr.35696.1.S1_s_at	Medtr2g097900.4	495	695	939
Mtr.35697.1.S1_s_at	Medtr1g056840.1	495	1053	1297
Mtr.35697.1.S1_s_at	Medtr1g056880.1	495	1234	1478
Mtr.35697.1.S1_s_at	Medtr1g056870.1	495	1266	1510
Mtr.35698.1.S1_at	Medtr5g084260.1	495	423	650
Mtr.35699.1.S1_at	Medtr2g020020.1	450	1006	1432
Mtr.35701.1.S1_at	Medtr6g015890.1	404	24	488
Mtr.35702.1.S1_at	Medtr3g434780.1	495	23	440
Mtr.35703.1.S1_at	Medtr3g071620.1	405	1499	1812
Mtr.35707.1.S1_at	Medtr4g092620.1	450	1772	2102
Mtr.35708.1.S1_at	Medtr1g022475.1	493	1282	1745
Mtr.35708.1.S1_at	Medtr1g022475.2	493	1407	1870
Mtr.35709.1.S1_at	Medtr4g065050.2	450	350	999
Mtr.35709.1.S1_at	Medtr4g065050.1	450	246	815
Mtr.35712.1.S1_at	Medtr8g068400.1	493	450	1030
Mtr.35713.1.S1_at	Medtr2g094180.1	495	122	383
Mtr.35715.1.S1_at	Medtr1g100747.2	358	229	637
Mtr.35717.1.S1_at	Medtr5g024740.1	450	2421	2974
Mtr.35719.1.S1_at	Medtr2g098490.1	495	6807	7124
Mtr.35722.1.S1_at	Medtr1g073230.1	449	1291	1562
Mtr.35723.1.S1_at	Medtr1g081950.2	495	1271	1846
Mtr.35723.1.S1_at	Medtr1g081950.1	495	1396	1971
Mtr.35724.1.S1_at	Medtr1g023170.1	450	612	1170
Mtr.35725.1.S1_at	Medtr1g102380.1	400	716	996
Mtr.35726.1.S1_at	Medtr5g034050.1	447	62	610
Mtr.35727.1.S1_at	Medtr5g092340.2	495	1428	1889
Mtr.35727.1.S1_at	Medtr5g092340.1	495	1549	2010
Mtr.35731.1.S1_at	Medtr8g099300.1	450	1213	1529
Mtr.35732.1.S1_at	Medtr2g027270.2	495	835	1056
Mtr.35732.1.S1_at	Medtr2g027270.1	495	1093	1314
Mtr.35733.1.S1_at	Medtr3g096000.1	495	2653	3092
Mtr.35733.1.S1_at	Medtr3g096000.2	450	2649	3190
Mtr.35734.1.S1_at	Medtr6g084700.1	495	2050	2434
Mtr.35735.1.S1_at	Medtr4g021520.2	495	1406	1693
Mtr.35736.1.S1_at	Medtr7g072930.1	360	78	348
Mtr.35737.1.S1_at	Medtr8g446960.1	495	218	489
Mtr.35738.1.S1_at	Medtr2g098250.1	493	1005	1273
Mtr.35739.1.S1_at	Medtr4g094848.2	492	1873	2386
Mtr.35739.1.S1_at	Medtr4g094848.1	492	1899	2412
Mtr.35740.1.S1_at	Medtr8g008660.1	495	759	1015
Mtr.35741.1.S1_at	Medtr8g015450.4	448	625	1190
Mtr.35741.1.S1_at	Medtr8g015450.3	448	928	1493
Mtr.35741.1.S1_at	Medtr8g015450.2	448	644	1209
Mtr.35741.1.S1_at	Medtr8g015450.1	448	634	1199
Mtr.35744.1.S1_at	Medtr4g019910.1	495	695	1095
Mtr.35748.1.S1_at	Medtr2g011640.1	495	460	821
Mtr.35749.1.S1_at	Medtr4g126070.1	495	724	1197
Mtr.35750.1.S1_at	Medtr8g060830.1	495	112	218
Mtr.35750.1.S1_at	Medtr4g006550.2	405	210	305
Mtr.35754.1.S1_at	Medtr5g070860.1	495	81	536
Mtr.35755.1.S1_at	Medtr2g090755.1	492	166	700
Mtr.35757.1.S1_at	Medtr7g063320.1	495	638	1084
Mtr.35758.1.S1_at	Medtr6g048060.1	495	4	391
Mtr.35758.1.S1_at	Medtr6g048060.2	495	84	966
Mtr.35759.1.S1_at	Medtr3g108010.1	495	191	651
Mtr.35761.1.S1_at	Medtr1g099220.1	495	3247	3758
Mtr.35762.1.S1_at	Medtr1g093090.1	495	16	387
Mtr.35763.1.S1_at	Medtr3g011910.2	449	2968	3360
Mtr.35763.1.S1_at	Medtr3g011910.1	449	1773	2165
Mtr.35765.1.S1_at	Medtr1g068830.1	495	2612	2825
Mtr.35765.1.S1_at	Medtr1g068830.2	495	2619	2832
Mtr.35767.1.S1_at	Medtr7g055933.1	358	93	593
Mtr.35768.1.S1_at	Medtr4g124750.1	450	853	980
Mtr.35769.1.S1_at	Medtr2g013490.1	495	1109	1374
Mtr.35771.1.S1_s_at	Medtr4g119960.4	495	577	877
Mtr.35771.1.S1_s_at	Medtr4g119960.2	495	1271	1571
Mtr.35771.1.S1_s_at	Medtr4g119960.1	495	1300	1600
Mtr.35771.1.S1_s_at	Medtr4g119960.3	495	1300	1600
Mtr.35773.1.S1_at	Medtr4g091840.1	405	313	705
Mtr.35774.1.S1_at	Medtr4g071900.4	404	2780	3226
Mtr.35774.1.S1_at	Medtr4g071900.2	404	2647	3093
Mtr.35774.1.S1_at	Medtr4g071900.5	404	2562	3008
Mtr.35774.1.S1_at	Medtr4g071900.1	404	2605	3051
Mtr.35774.1.S1_at	Medtr4g071900.3	404	3008	3454
Mtr.35775.1.S1_at	Medtr3g115170.1	495	537	965
Mtr.35776.1.S1_s_at	Medtr6g072515.1	495	13	250
Mtr.35777.1.S1_at	Medtr4g087810.1	405	933	1484
Mtr.35779.1.S1_at	Medtr4g033230.1	399	988	1442
Mtr.35779.1.S1_at	Medtr4g033265.1	356	964	1319
Mtr.35781.1.S1_at	Medtr2g079850.2	450	2556	3074
Mtr.35781.1.S1_at	Medtr2g079850.1	450	2912	3430
Mtr.35782.1.S1_at	Medtr3g113210.1	450	1599	2086
Mtr.35784.1.S1_at	Medtr7g114860.1	495	1054	1489
Mtr.35786.1.S1_at	Medtr0003s0470.1	450	200	623
Mtr.35788.1.S1_at	Medtr5g092360.1	358	940	1320
Mtr.35789.1.S1_at	Medtr4g021725.1	495	46	630
Mtr.35791.1.S1_s_at	Medtr7g115120.1	495	200	569
Mtr.35793.1.S1_at	Medtr4g043720.2	494	349	782
Mtr.35793.1.S1_at	Medtr4g043720.3	448	349	2134
Mtr.35794.1.S1_s_at	Medtr8g091320.1	495	100	334
Mtr.35795.1.S1_at	Medtr0152s0100.2	495	689	950
Mtr.35795.1.S1_at	Medtr0152s0100.1	495	2411	2672
Mtr.35797.1.S1_at	Medtr3g067535.1	495	97	655
Mtr.35802.1.S1_at	Medtr7g106340.1	360	1152	1626
Mtr.35803.1.S1_at	Medtr3g116270.1	450	1426	1880
Mtr.35804.1.S1_s_at	Medtr4g025420.3	495	1307	1733
Mtr.35804.1.S1_s_at	Medtr4g025420.2	495	1175	1601
Mtr.35804.1.S1_s_at	Medtr4g025420.1	495	1257	1683
Mtr.35805.1.S1_at	Medtr8g077700.1	495	948	1298
Mtr.35805.1.S1_at	Medtr8g077700.2	495	1148	1498
Mtr.35806.1.S1_at	Medtr1g099800.1	495	931	1077
Mtr.35807.1.S1_at	Medtr4g010565.1	403	1586	1911
Mtr.35808.1.S1_at	Medtr6g090520.1	495	366	847
Mtr.35810.1.S1_at	Medtr7g117700.1	493	119	551
Mtr.35811.1.S1_s_at	Medtr3g115500.1	448	319	767
Mtr.35811.1.S1_s_at	Medtr3g115500.3	448	171	763
Mtr.35812.1.S1_at	Medtr4g089095.2	495	1104	1620
Mtr.35812.1.S1_at	Medtr4g089095.1	495	1403	1919
Mtr.35813.1.S1_at	Medtr4g126970.1	495	522	909
Mtr.35814.1.S1_at	Medtr1g026510.1	493	588	1163
Mtr.35815.1.S1_at	Medtr4g017030.1	405	706	938
Mtr.35819.1.S1_s_at	Medtr3g435040.3	450	3485	3926
Mtr.35819.1.S1_s_at	Medtr3g435040.4	450	3479	3920
Mtr.35819.1.S1_s_at	Medtr3g435040.6	450	3479	3920
Mtr.35819.1.S1_s_at	Medtr3g435040.2	450	4130	4571
Mtr.35819.1.S1_s_at	Medtr3g435040.5	450	3353	3794
Mtr.35819.1.S1_s_at	Medtr3g435040.1	450	4130	4571
Mtr.35823.1.S1_at	Medtr3g019310.1	450	25	532
Mtr.35823.1.S1_at	Medtr3g019310.2	405	25	570
Mtr.35824.1.S1_at	Medtr4g058910.1	360	864	1114
Mtr.35825.1.S1_at	Medtr5g033880.1	495	629	1179
Mtr.35826.1.S1_at	Medtr0050s0240.1	495	435	966
Mtr.35827.1.S1_at	Medtr2g043250.1	495	4147	4549
Mtr.35827.1.S1_at	Medtr2g043250.2	495	3793	4195
